season,homeTeam,awayTeam,winnerName,loserName,matchScore,goalsHome,goalsAway,matchDuration
2022,Leicester City FC,Everton FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2022,Arsenal FC,Chelsea FC,Arsenal FC,Chelsea FC,HOME_TEAM,3.0,1.0,REGULAR
2022,Manchester City FC,West Ham United FC,Manchester City FC,West Ham United FC,HOME_TEAM,3.0,0.0,REGULAR
2022,Liverpool FC,Fulham FC,Liverpool FC,Fulham FC,HOME_TEAM,1.0,0.0,REGULAR
2022,Brighton & Hove Albion FC,Manchester United FC,Brighton & Hove Albion FC,Manchester United FC,HOME_TEAM,1.0,0.0,REGULAR
2022,Wolverhampton Wanderers FC,Aston Villa FC,Wolverhampton Wanderers FC,Aston Villa FC,HOME_TEAM,1.0,0.0,REGULAR
2022,Tottenham Hotspur FC,Crystal Palace FC,Tottenham Hotspur FC,Crystal Palace FC,HOME_TEAM,1.0,0.0,REGULAR
2022,Manchester City FC,Leeds United FC,Manchester City FC,Leeds United FC,HOME_TEAM,2.0,1.0,REGULAR
2022,AFC Bournemouth,Chelsea FC,Chelsea FC,AFC Bournemouth,AWAY_TEAM,1.0,3.0,REGULAR
2022,Liverpool FC,Brentford FC,Liverpool FC,Brentford FC,HOME_TEAM,1.0,0.0,REGULAR
2022,Newcastle United FC,Arsenal FC,Arsenal FC,Newcastle United FC,AWAY_TEAM,0.0,2.0,REGULAR
2022,West Ham United FC,Manchester United FC,West Ham United FC,Manchester United FC,HOME_TEAM,1.0,0.0,REGULAR
2022,Fulham FC,Leicester City FC,Fulham FC,Leicester City FC,HOME_TEAM,5.0,3.0,REGULAR
2022,Brighton & Hove Albion FC,Everton FC,Everton FC,Brighton & Hove Albion FC,AWAY_TEAM,1.0,5.0,REGULAR
2022,Nottingham Forest FC,Southampton FC,Nottingham Forest FC,Southampton FC,HOME_TEAM,4.0,3.0,REGULAR
2022,Leeds United FC,Newcastle United FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2022,Southampton FC,Fulham FC,Fulham FC,Southampton FC,AWAY_TEAM,0.0,2.0,REGULAR
2022,Manchester United FC,Wolverhampton Wanderers FC,Manchester United FC,Wolverhampton Wanderers FC,HOME_TEAM,2.0,0.0,REGULAR
2022,Crystal Palace FC,AFC Bournemouth,Crystal Palace FC,AFC Bournemouth,HOME_TEAM,2.0,0.0,REGULAR
2022,Chelsea FC,Nottingham Forest FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2022,Aston Villa FC,Tottenham Hotspur FC,Aston Villa FC,Tottenham Hotspur FC,HOME_TEAM,2.0,1.0,REGULAR
2022,Everton FC,Manchester City FC,Manchester City FC,Everton FC,AWAY_TEAM,0.0,3.0,REGULAR
2022,Brentford FC,West Ham United FC,Brentford FC,West Ham United FC,HOME_TEAM,2.0,0.0,REGULAR
2022,Arsenal FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Arsenal FC,AWAY_TEAM,0.0,3.0,REGULAR
2022,Leicester City FC,Liverpool FC,Liverpool FC,Leicester City FC,AWAY_TEAM,0.0,3.0,REGULAR
2022,Newcastle United FC,Brighton & Hove Albion FC,Newcastle United FC,Brighton & Hove Albion FC,HOME_TEAM,4.0,1.0,REGULAR
2022,Tottenham Hotspur FC,Brentford FC,Brentford FC,Tottenham Hotspur FC,AWAY_TEAM,1.0,3.0,REGULAR
2022,Wolverhampton Wanderers FC,Everton FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2022,Liverpool FC,Aston Villa FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2022,Fulham FC,Crystal Palace FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2022,AFC Bournemouth,Manchester United FC,Manchester United FC,AFC Bournemouth,AWAY_TEAM,0.0,1.0,REGULAR
2022,Nottingham Forest FC,Arsenal FC,Nottingham Forest FC,Arsenal FC,HOME_TEAM,1.0,0.0,REGULAR
2022,West Ham United FC,Leeds United FC,West Ham United FC,Leeds United FC,HOME_TEAM,3.0,1.0,REGULAR
2022,Brighton & Hove Albion FC,Southampton FC,Brighton & Hove Albion FC,Southampton FC,HOME_TEAM,3.0,1.0,REGULAR
2022,Manchester City FC,Chelsea FC,Manchester City FC,Chelsea FC,HOME_TEAM,1.0,0.0,REGULAR
2022,Newcastle United FC,Leicester City FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2022,Brighton & Hove Albion FC,Manchester City FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2022,Manchester United FC,Chelsea FC,Manchester United FC,Chelsea FC,HOME_TEAM,4.0,1.0,REGULAR
2022,Southampton FC,Liverpool FC,Draw,Draw,DRAW,4.0,4.0,REGULAR
2022,Manchester United FC,Fulham FC,Manchester United FC,Fulham FC,HOME_TEAM,2.0,1.0,REGULAR
2022,Leicester City FC,West Ham United FC,Leicester City FC,West Ham United FC,HOME_TEAM,2.0,1.0,REGULAR
2022,Leeds United FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Leeds United FC,AWAY_TEAM,1.0,4.0,REGULAR
2022,Everton FC,AFC Bournemouth,Everton FC,AFC Bournemouth,HOME_TEAM,1.0,0.0,REGULAR
2022,Crystal Palace FC,Nottingham Forest FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2022,Chelsea FC,Newcastle United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2022,Brentford FC,Manchester City FC,Brentford FC,Manchester City FC,HOME_TEAM,1.0,0.0,REGULAR
2022,Aston Villa FC,Brighton & Hove Albion FC,Aston Villa FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,1.0,REGULAR
2022,Arsenal FC,Wolverhampton Wanderers FC,Arsenal FC,Wolverhampton Wanderers FC,HOME_TEAM,5.0,0.0,REGULAR
2023,Burnley FC,Manchester City FC,Manchester City FC,Burnley FC,AWAY_TEAM,0.0,3.0,REGULAR
2023,Arsenal FC,Nottingham Forest FC,Arsenal FC,Nottingham Forest FC,HOME_TEAM,2.0,1.0,REGULAR
2023,AFC Bournemouth,West Ham United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Brighton & Hove Albion FC,Luton Town FC,Brighton & Hove Albion FC,Luton Town FC,HOME_TEAM,4.0,1.0,REGULAR
2023,Everton FC,Fulham FC,Fulham FC,Everton FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Sheffield United FC,Crystal Palace FC,Crystal Palace FC,Sheffield United FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Newcastle United FC,Aston Villa FC,Newcastle United FC,Aston Villa FC,HOME_TEAM,5.0,1.0,REGULAR
2023,Brentford FC,Tottenham Hotspur FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Chelsea FC,Liverpool FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Manchester United FC,Wolverhampton Wanderers FC,Manchester United FC,Wolverhampton Wanderers FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Nottingham Forest FC,Sheffield United FC,Nottingham Forest FC,Sheffield United FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Fulham FC,Brentford FC,Brentford FC,Fulham FC,AWAY_TEAM,0.0,3.0,REGULAR
2023,Liverpool FC,AFC Bournemouth,Liverpool FC,AFC Bournemouth,HOME_TEAM,3.0,1.0,REGULAR
2023,Wolverhampton Wanderers FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Wolverhampton Wanderers FC,AWAY_TEAM,1.0,4.0,REGULAR
2023,Tottenham Hotspur FC,Manchester United FC,Tottenham Hotspur FC,Manchester United FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Manchester City FC,Newcastle United FC,Manchester City FC,Newcastle United FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Aston Villa FC,Everton FC,Aston Villa FC,Everton FC,HOME_TEAM,4.0,0.0,REGULAR
2023,West Ham United FC,Chelsea FC,West Ham United FC,Chelsea FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Crystal Palace FC,Arsenal FC,Arsenal FC,Crystal Palace FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Chelsea FC,Luton Town FC,Chelsea FC,Luton Town FC,HOME_TEAM,3.0,0.0,REGULAR
2023,AFC Bournemouth,Tottenham Hotspur FC,Tottenham Hotspur FC,AFC Bournemouth,AWAY_TEAM,0.0,2.0,REGULAR
2023,Everton FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Everton FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Manchester United FC,Nottingham Forest FC,Manchester United FC,Nottingham Forest FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Arsenal FC,Fulham FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Brentford FC,Crystal Palace FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Brighton & Hove Albion FC,West Ham United FC,West Ham United FC,Brighton & Hove Albion FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Sheffield United FC,Manchester City FC,Manchester City FC,Sheffield United FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Burnley FC,Aston Villa FC,Aston Villa FC,Burnley FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Newcastle United FC,Liverpool FC,Liverpool FC,Newcastle United FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Luton Town FC,West Ham United FC,West Ham United FC,Luton Town FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Sheffield United FC,Everton FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Brentford FC,AFC Bournemouth,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Burnley FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Burnley FC,AWAY_TEAM,2.0,5.0,REGULAR
2023,Chelsea FC,Nottingham Forest FC,Nottingham Forest FC,Chelsea FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Manchester City FC,Fulham FC,Manchester City FC,Fulham FC,HOME_TEAM,5.0,1.0,REGULAR
2023,Brighton & Hove Albion FC,Newcastle United FC,Brighton & Hove Albion FC,Newcastle United FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Crystal Palace FC,Wolverhampton Wanderers FC,Crystal Palace FC,Wolverhampton Wanderers FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Liverpool FC,Aston Villa FC,Liverpool FC,Aston Villa FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Arsenal FC,Manchester United FC,Arsenal FC,Manchester United FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Wolverhampton Wanderers FC,Liverpool FC,Liverpool FC,Wolverhampton Wanderers FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Aston Villa FC,Crystal Palace FC,Aston Villa FC,Crystal Palace FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Fulham FC,Luton Town FC,Fulham FC,Luton Town FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Manchester United FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Manchester United FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Tottenham Hotspur FC,Sheffield United FC,Tottenham Hotspur FC,Sheffield United FC,HOME_TEAM,2.0,1.0,REGULAR
2023,West Ham United FC,Manchester City FC,Manchester City FC,West Ham United FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Newcastle United FC,Brentford FC,Newcastle United FC,Brentford FC,HOME_TEAM,1.0,0.0,REGULAR
2023,AFC Bournemouth,Chelsea FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2023,Everton FC,Arsenal FC,Arsenal FC,Everton FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Nottingham Forest FC,Burnley FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Crystal Palace FC,Fulham FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2023,Luton Town FC,Wolverhampton Wanderers FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Manchester City FC,Nottingham Forest FC,Manchester City FC,Nottingham Forest FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Brentford FC,Everton FC,Everton FC,Brentford FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Burnley FC,Manchester United FC,Manchester United FC,Burnley FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Arsenal FC,Tottenham Hotspur FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Brighton & Hove Albion FC,AFC Bournemouth,Brighton & Hove Albion FC,AFC Bournemouth,HOME_TEAM,3.0,1.0,REGULAR
2023,Chelsea FC,Aston Villa FC,Aston Villa FC,Chelsea FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Liverpool FC,West Ham United FC,Liverpool FC,West Ham United FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Sheffield United FC,Newcastle United FC,Newcastle United FC,Sheffield United FC,AWAY_TEAM,0.0,8.0,REGULAR
2023,Aston Villa FC,Brighton & Hove Albion FC,Aston Villa FC,Brighton & Hove Albion FC,HOME_TEAM,6.0,1.0,REGULAR
2023,AFC Bournemouth,Arsenal FC,Arsenal FC,AFC Bournemouth,AWAY_TEAM,0.0,4.0,REGULAR
2023,Everton FC,Luton Town FC,Luton Town FC,Everton FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Manchester United FC,Crystal Palace FC,Crystal Palace FC,Manchester United FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Newcastle United FC,Burnley FC,Newcastle United FC,Burnley FC,HOME_TEAM,2.0,0.0,REGULAR
2023,West Ham United FC,Sheffield United FC,West Ham United FC,Sheffield United FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Wolverhampton Wanderers FC,Manchester City FC,Wolverhampton Wanderers FC,Manchester City FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Tottenham Hotspur FC,Liverpool FC,Tottenham Hotspur FC,Liverpool FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Nottingham Forest FC,Brentford FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Fulham FC,Chelsea FC,Chelsea FC,Fulham FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Luton Town FC,Burnley FC,Burnley FC,Luton Town FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Luton Town FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Luton Town FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Burnley FC,Chelsea FC,Chelsea FC,Burnley FC,AWAY_TEAM,1.0,4.0,REGULAR
2023,Everton FC,AFC Bournemouth,Everton FC,AFC Bournemouth,HOME_TEAM,3.0,0.0,REGULAR
2023,Fulham FC,Sheffield United FC,Fulham FC,Sheffield United FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Manchester United FC,Brentford FC,Manchester United FC,Brentford FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Crystal Palace FC,Nottingham Forest FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2023,Brighton & Hove Albion FC,Liverpool FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,West Ham United FC,Newcastle United FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Wolverhampton Wanderers FC,Aston Villa FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Arsenal FC,Manchester City FC,Arsenal FC,Manchester City FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Liverpool FC,Everton FC,Liverpool FC,Everton FC,HOME_TEAM,2.0,0.0,REGULAR
2023,AFC Bournemouth,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,AFC Bournemouth,AWAY_TEAM,1.0,2.0,REGULAR
2023,Brentford FC,Burnley FC,Brentford FC,Burnley FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Manchester City FC,Brighton & Hove Albion FC,Manchester City FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Newcastle United FC,Crystal Palace FC,Newcastle United FC,Crystal Palace FC,HOME_TEAM,4.0,0.0,REGULAR
2023,Nottingham Forest FC,Luton Town FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Chelsea FC,Arsenal FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Sheffield United FC,Manchester United FC,Manchester United FC,Sheffield United FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Aston Villa FC,West Ham United FC,Aston Villa FC,West Ham United FC,HOME_TEAM,4.0,1.0,REGULAR
2023,Tottenham Hotspur FC,Fulham FC,Tottenham Hotspur FC,Fulham FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Crystal Palace FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Crystal Palace FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Chelsea FC,Brentford FC,Brentford FC,Chelsea FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,AFC Bournemouth,Burnley FC,AFC Bournemouth,Burnley FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Arsenal FC,Sheffield United FC,Arsenal FC,Sheffield United FC,HOME_TEAM,5.0,0.0,REGULAR
2023,Wolverhampton Wanderers FC,Newcastle United FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,West Ham United FC,Everton FC,Everton FC,West Ham United FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Aston Villa FC,Luton Town FC,Aston Villa FC,Luton Town FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Brighton & Hove Albion FC,Fulham FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Liverpool FC,Nottingham Forest FC,Liverpool FC,Nottingham Forest FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Manchester United FC,Manchester City FC,Manchester City FC,Manchester United FC,AWAY_TEAM,0.0,3.0,REGULAR
2023,Fulham FC,Manchester United FC,Manchester United FC,Fulham FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Brentford FC,West Ham United FC,Brentford FC,West Ham United FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Burnley FC,Crystal Palace FC,Crystal Palace FC,Burnley FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Everton FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Manchester City FC,AFC Bournemouth,Manchester City FC,AFC Bournemouth,HOME_TEAM,6.0,1.0,REGULAR
2023,Sheffield United FC,Wolverhampton Wanderers FC,Sheffield United FC,Wolverhampton Wanderers FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Newcastle United FC,Arsenal FC,Newcastle United FC,Arsenal FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Nottingham Forest FC,Aston Villa FC,Nottingham Forest FC,Aston Villa FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Luton Town FC,Liverpool FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Tottenham Hotspur FC,Chelsea FC,Chelsea FC,Tottenham Hotspur FC,AWAY_TEAM,1.0,4.0,REGULAR
2023,Wolverhampton Wanderers FC,Tottenham Hotspur FC,Wolverhampton Wanderers FC,Tottenham Hotspur FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Arsenal FC,Burnley FC,Arsenal FC,Burnley FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Crystal Palace FC,Everton FC,Everton FC,Crystal Palace FC,AWAY_TEAM,2.0,3.0,REGULAR
2023,Manchester United FC,Luton Town FC,Manchester United FC,Luton Town FC,HOME_TEAM,1.0,0.0,REGULAR
2023,AFC Bournemouth,Newcastle United FC,AFC Bournemouth,Newcastle United FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Aston Villa FC,Fulham FC,Aston Villa FC,Fulham FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Brighton & Hove Albion FC,Sheffield United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Liverpool FC,Brentford FC,Liverpool FC,Brentford FC,HOME_TEAM,3.0,0.0,REGULAR
2023,West Ham United FC,Nottingham Forest FC,West Ham United FC,Nottingham Forest FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Chelsea FC,Manchester City FC,Draw,Draw,DRAW,4.0,4.0,REGULAR
2023,Manchester City FC,Liverpool FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Burnley FC,West Ham United FC,West Ham United FC,Burnley FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Luton Town FC,Crystal Palace FC,Luton Town FC,Crystal Palace FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Newcastle United FC,Chelsea FC,Newcastle United FC,Chelsea FC,HOME_TEAM,4.0,1.0,REGULAR
2023,Nottingham Forest FC,Brighton & Hove Albion FC,Brighton & Hove Albion FC,Nottingham Forest FC,AWAY_TEAM,2.0,3.0,REGULAR
2023,Sheffield United FC,AFC Bournemouth,AFC Bournemouth,Sheffield United FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,Brentford FC,Arsenal FC,Arsenal FC,Brentford FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Tottenham Hotspur FC,Aston Villa FC,Aston Villa FC,Tottenham Hotspur FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Everton FC,Manchester United FC,Manchester United FC,Everton FC,AWAY_TEAM,0.0,3.0,REGULAR
2023,Fulham FC,Wolverhampton Wanderers FC,Fulham FC,Wolverhampton Wanderers FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Arsenal FC,Wolverhampton Wanderers FC,Arsenal FC,Wolverhampton Wanderers FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Brentford FC,Luton Town FC,Brentford FC,Luton Town FC,HOME_TEAM,3.0,1.0,REGULAR
2023,Burnley FC,Sheffield United FC,Burnley FC,Sheffield United FC,HOME_TEAM,5.0,0.0,REGULAR
2023,Nottingham Forest FC,Everton FC,Everton FC,Nottingham Forest FC,AWAY_TEAM,0.0,1.0,REGULAR
2023,Newcastle United FC,Manchester United FC,Newcastle United FC,Manchester United FC,HOME_TEAM,1.0,0.0,REGULAR
2023,AFC Bournemouth,Aston Villa FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Chelsea FC,Brighton & Hove Albion FC,Chelsea FC,Brighton & Hove Albion FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Liverpool FC,Fulham FC,Liverpool FC,Fulham FC,HOME_TEAM,4.0,3.0,REGULAR
2023,West Ham United FC,Crystal Palace FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Manchester City FC,Tottenham Hotspur FC,Draw,Draw,DRAW,3.0,3.0,REGULAR
2023,Wolverhampton Wanderers FC,Burnley FC,Wolverhampton Wanderers FC,Burnley FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Luton Town FC,Arsenal FC,Arsenal FC,Luton Town FC,AWAY_TEAM,3.0,4.0,REGULAR
2023,Brighton & Hove Albion FC,Brentford FC,Brighton & Hove Albion FC,Brentford FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Fulham FC,Nottingham Forest FC,Fulham FC,Nottingham Forest FC,HOME_TEAM,5.0,0.0,REGULAR
2023,Sheffield United FC,Liverpool FC,Liverpool FC,Sheffield United FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Crystal Palace FC,AFC Bournemouth,AFC Bournemouth,Crystal Palace FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Aston Villa FC,Manchester City FC,Aston Villa FC,Manchester City FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Manchester United FC,Chelsea FC,Manchester United FC,Chelsea FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Everton FC,Newcastle United FC,Everton FC,Newcastle United FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Tottenham Hotspur FC,West Ham United FC,West Ham United FC,Tottenham Hotspur FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Crystal Palace FC,Liverpool FC,Liverpool FC,Crystal Palace FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Brighton & Hove Albion FC,Burnley FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Manchester United FC,AFC Bournemouth,AFC Bournemouth,Manchester United FC,AWAY_TEAM,0.0,3.0,REGULAR
2023,Sheffield United FC,Brentford FC,Sheffield United FC,Brentford FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Wolverhampton Wanderers FC,Nottingham Forest FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Aston Villa FC,Arsenal FC,Aston Villa FC,Arsenal FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Everton FC,Chelsea FC,Everton FC,Chelsea FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Fulham FC,West Ham United FC,Fulham FC,West Ham United FC,HOME_TEAM,5.0,0.0,REGULAR
2023,Luton Town FC,Manchester City FC,Manchester City FC,Luton Town FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,Tottenham Hotspur FC,Newcastle United FC,Tottenham Hotspur FC,Newcastle United FC,HOME_TEAM,4.0,1.0,REGULAR
2023,Nottingham Forest FC,Tottenham Hotspur FC,Tottenham Hotspur FC,Nottingham Forest FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Chelsea FC,Sheffield United FC,Chelsea FC,Sheffield United FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Manchester City FC,Crystal Palace FC,Draw,Draw,DRAW,2.0,2.0,REGULAR
2023,Newcastle United FC,Fulham FC,Newcastle United FC,Fulham FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Burnley FC,Everton FC,Everton FC,Burnley FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Arsenal FC,Brighton & Hove Albion FC,Arsenal FC,Brighton & Hove Albion FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Brentford FC,Aston Villa FC,Aston Villa FC,Brentford FC,AWAY_TEAM,1.0,2.0,REGULAR
2023,West Ham United FC,Wolverhampton Wanderers FC,West Ham United FC,Wolverhampton Wanderers FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Liverpool FC,Manchester United FC,Draw,Draw,DRAW,0.0,0.0,REGULAR
2023,Crystal Palace FC,Brighton & Hove Albion FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Aston Villa FC,Sheffield United FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,West Ham United FC,Manchester United FC,West Ham United FC,Manchester United FC,HOME_TEAM,2.0,0.0,REGULAR
2023,Fulham FC,Burnley FC,Burnley FC,Fulham FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Luton Town FC,Newcastle United FC,Luton Town FC,Newcastle United FC,HOME_TEAM,1.0,0.0,REGULAR
2023,Nottingham Forest FC,AFC Bournemouth,AFC Bournemouth,Nottingham Forest FC,AWAY_TEAM,2.0,3.0,REGULAR
2023,Tottenham Hotspur FC,Everton FC,Tottenham Hotspur FC,Everton FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Liverpool FC,Arsenal FC,Draw,Draw,DRAW,1.0,1.0,REGULAR
2023,Wolverhampton Wanderers FC,Chelsea FC,Wolverhampton Wanderers FC,Chelsea FC,HOME_TEAM,2.0,1.0,REGULAR
2023,Newcastle United FC,Nottingham Forest FC,Nottingham Forest FC,Newcastle United FC,AWAY_TEAM,1.0,3.0,REGULAR
2023,AFC Bournemouth,Fulham FC,AFC Bournemouth,Fulham FC,HOME_TEAM,3.0,0.0,REGULAR
2023,Sheffield United FC,Luton Town FC,Luton Town FC,Sheffield United FC,AWAY_TEAM,2.0,3.0,REGULAR
2023,Burnley FC,Liverpool FC,Liverpool FC,Burnley FC,AWAY_TEAM,0.0,2.0,REGULAR
2023,Manchester United FC,Aston Villa FC,Manchester United FC,Aston Villa FC,HOME_TEAM,3.0,2.0,REGULAR
2023,Brentford FC,Wolverhampton Wanderers FC,Wolverhampton Wanderers FC,Brentford FC,AWAY_TEAM,1.0,4.0,REGULAR
